학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000004104,시흥장현초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 시흥시 장현동 169-6,경기도 시흥시 시청로80번길 5 (장현동. 시흥장현초등학교),7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2022-10-06,37.38175778,126.7991022,2023-03-22
B000006985,안강초등학교,초등학교,1946-02-01,공립,본교,운영,경상북도 경주시 안강읍 안강리 398-1,경상북도 경주시 안강읍 비화원로 34 (안강읍. 안강초등학교),8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2022-10-06,35.99112905,129.2291697,2023-03-22
B000002704,반안초등학교,초등학교,2002-03-01,공립,본교,운영,부산광역시 해운대구 반여동 1164-6,부산광역시 해운대구 명장로67번길 40-42 . 반안초등학교 (반여동),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2022-10-06,35.20293351,129.1132302,2023-03-22
B000024106,대구봉무초등학교,초등학교,2013-05-22,공립,본교,운영,대구광역시 동구 봉무동 1527,대구광역시 동구 팔공로53길 30 (봉무동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.92580017,128.6374377,2023-03-22
B000002750,대구동촌초등학교,초등학교,1945-11-23,공립,본교,운영,대구광역시 동구 방촌동 1047,대구광역시 동구 동촌로 168 (방촌동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.88202794,128.6589293,2023-03-22
B000002764,대구효동초등학교,초등학교,1990-05-17,공립,본교,운영,대구광역시 동구 효목동 212-10,대구광역시 동구 효동로 78-7 (효목동.효동초등학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.88412627,128.6447693,2023-03-22
B000022623,제석초등학교,초등학교,2015-03-01,공립,본교,운영,경상남도 통영시 광도면 죽림리 1583,경상남도 통영시 광도면 신죽1길 27 (광도면),9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2022-10-06,34.87573861,128.4165397,2023-03-22
B000002531,운산초등학교,초등학교,1989-05-06,공립,본교,운영,부산광역시 남구 용호동 776,부산광역시 남구 용호로269번길 89 (용호동. 운산초등학교),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2022-10-06,35.11020374,129.1152252,2023-03-22
B000002543,용호초등학교,초등학교,1964-09-22,공립,본교,운영,부산광역시 남구 용호동 75-1,부산광역시 남구 용호로42번길 94 (용호동),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2022-10-06,35.1224793,129.108986,2023-03-22
B000002753,대구불로초등학교,초등학교,1984-04-06,공립,본교,운영,대구광역시 동구 불로동 1017,대구광역시 동구 방천로3길 19 . 대구 불로초등학교 (불로동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2022-10-06,35.89748035,128.633502,2023-03-22
B000003478,학하초등학교,초등학교,1963-04-20,공립,본교,운영,대전광역시 유성구 학하동 576,대전광역시 유성구 진잠옛로 165 . 학하초등학교 (학하동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.33454132,127.3118276,2023-03-22
B000003264,유촌초등학교,초등학교,1998-03-01,공립,본교,운영,광주광역시 서구 쌍촌동 1320-2,광주광역시 서구 내방로 153 . 153 (쌍촌동),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2022-10-06,35.15914004,126.8579563,2023-03-22
B000002438,부민초등학교,초등학교,1921-10-15,공립,본교,운영,부산광역시 서구 부용동2가 11,부산광역시 서구 고운들로 12 (부용동2가. 부민초등학교),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.10597008,129.0199211,2023-03-22
B000004955,북삼초등학교,초등학교,1946-01-24,공립,본교,운영,강원도 동해시 지흥동 124-1,강원도 동해시 지양길 77 . 북삼초등학교 (지흥동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2022-10-06,37.49565579,129.1009681,2023-03-22
B000022573,군포신기초등학교,초등학교,2012-09-01,공립,본교,운영,경기도 군포시 부곡동 1208,경기도 군포시 삼성로28번길 3 (부곡동. 군포신기초등학교),7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2022-10-06,37.33864487,126.9327812,2023-03-22
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32 . 서울면동초등학교 (면목동. 면동초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58535152,127.0865922,2023-03-22
B000007925,병곡초등학교,초등학교,1932-09-30,공립,본교,운영,경상남도 함양군 병곡면 송평리 80,경상남도 함양군 병곡면 휴촌길 21 (병곡면),9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2022-10-06,35.52900882,127.6902503,2023-03-22
B000022832,인천한빛초등학교,초등학교,2012-05-01,공립,본교,운영,인천광역시 남동구 서창동 694,인천광역시 남동구 서창남순환로 190-28 (서창동),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2022-10-06,37.42419512,126.7441353,2023-03-22
B000004101,시흥은행초등학교,초등학교,1995-09-01,공립,본교,운영,경기도 시흥시 은행동 545,경기도 시흥시 대은로104번길 29-10 시흥은행초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2022-10-06,37.44258628,126.8007227,2023-03-22
B000006816,청해초등학교,초등학교,1941-07-09,공립,본교,운영,전라남도 완도군 완도읍 장좌리 600,전라남도 완도군 완도읍 청해진로 1374 . 청해초등학교 (완도읍),8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2022-10-06,34.35941617,126.7278075,2023-03-22
B000005736,조치원교동초등학교,초등학교,1945-10-05,공립,본교,운영,세종특별자치시 조치원읍 교리 1-12,세종특별자치시 조치원읍 새내18길 21 . 조치원교동초등학교 (조치원읍),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2022-10-06,36.60522794,127.2979422,2023-03-22
B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1 (홍지동. 상명초등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.60044056,126.9567149,2023-03-22
B000003331,삼도초등학교,초등학교,1921-10-02,공립,본교,운영,광주광역시 광산구 도덕동 327,광주광역시 광산구 용진로 9 (도덕동),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2022-10-06,35.1643748,126.7008559,2023-03-22
B000003495,남외초등학교,초등학교,2006-09-01,공립,본교,운영,울산광역시 중구 남외동 502-2,울산광역시 중구 남외3길 40 (남외동. 남외초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2022-10-06,35.56569625,129.349081,2023-03-22
B000002807,대구내서초등학교,초등학교,1988-09-01,공립,본교,운영,대구광역시 서구 내당동 11-33,대구광역시 서구 달구벌대로371길 35 (내당동.내서초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.86381964,128.56676,2023-03-22
B000005327,세성초등학교,초등학교,1936-04-01,공립,본교,운영,충청북도 충주시 살미면 세성리 147,충청북도 충주시 살미면 매남이길 31 . 세성초등학교 (살미면),8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2022-10-06,36.90479486,127.9692482,2023-03-22
B000007980,도리초등학교,초등학교,1946-12-01,공립,본교,운영,제주특별자치도 제주시 도두일동 2430-1,제주특별자치도 제주시 도리로 129 . 도리초등학교 (도두일동),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2022-10-06,33.50185617,126.4654959,2023-03-22
B000002915,대구장산초등학교,초등학교,1999-03-01,공립,본교,운영,대구광역시 달서구 용산동 957,대구광역시 달서구 장산로 30 (용산동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2022-10-06,35.85483742,128.5265018,2023-03-22
B000004971,철암초등학교,초등학교,1941-11-11,공립,본교,운영,강원도 태백시 철암동 341-3,강원도 태백시 동태백로 584 (철암동.철암초등학교),7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2022-10-06,37.12174675,129.0429224,2023-03-22
B000007002,모아초등학교,초등학교,1949-12-01,공립,본교,운영,경상북도 경주시 천북면 모아리 616,경상북도 경주시 천북면 산업로 4974-5 (천북면. 모아초등학교),8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2022-10-06,35.9206086,129.2466225,2023-03-22
B000005187,양구초등학교,초등학교,1911-04-01,공립,본교,운영,강원도 양구군 양구읍 상리 197-2,강원도 양구군 양구읍 양구새싹로 48 (양구읍. 양구초등학교),7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2022-10-06,38.10290823,127.9914525,2023-03-22
B000024401,서진초등학교,초등학교,2014-03-03,공립,본교,운영,경상남도 진주시 평거동 800,경상남도 진주시 새평거로 85 (평거동),9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2022-10-06,35.16901963,128.056655,2023-03-22
B000006285,무주초등학교,초등학교,1909-09-03,공립,본교,운영,전라북도 무주군 무주읍 읍내리 343,전라북도 무주군 무주읍 향한로 43 (무주읍),8320000,전라북도교육청,8411000,전라북도무주교육지원청,2013-11-29,2022-10-06,36.01027836,127.6603152,2023-03-22
B000005218,거성초등학교,초등학교,1969-03-08,공립,본교,운영,강원도 고성군 거진읍 거진리 180-1,강원도 고성군 거진읍 거성길 38 (거진읍. 거성초등학교),7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2022-10-06,38.45258108,128.4571606,2023-03-22
B000007621,산양초등학교풍화분교장,초등학교,1941-05-02,공립,분교,운영,경상남도 통영시 산양읍 풍화리 829-5,경상남도 통영시 산양읍 풍화일주로 388 (산양읍. 산양초등학교풍화분교),9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2022-10-06,34.82677989,128.3580467,2023-03-22
B000002522,연지초등학교,초등학교,1962-03-09,공립,본교,운영,부산광역시 부산진구 연지동 238-4,부산광역시 부산진구 연지로 29 . 연지초등학교 (연지동),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2022-10-06,35.1727095,129.0521377,2023-03-22
B000008006,애월초등학교,초등학교,1923-09-04,공립,본교,운영,제주특별자치도 제주시 애월읍 애월리 1753-1,제주특별자치도 제주시 애월읍 애월로 139-10 (애월읍),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2022-10-06,33.46548949,126.3224061,2023-03-22
B000002219,서울신곡초등학교,초등학교,1984-10-22,공립,본교,운영,서울특별시 강서구 화곡동 476-42,서울특별시 강서구 등촌로13자길 42-14 (화곡동.신곡초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53909546,126.8560096,2023-03-22
B000004988,조산초등학교,초등학교,1944-04-10,공립,본교,운영,강원도 양양군 양양읍 조산리 450-5,강원도 양양군 양양읍 동해대로 3020 . 조산초등학교 (양양읍),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2022-10-06,38.11371111,128.6323998,2023-03-22
B000002829,대구구암초등학교,초등학교,1995-09-01,공립,본교,운영,대구광역시 북구 구암동 694-1,대구광역시 북구 학정로 245 (구암동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.9281013,128.5577604,2023-03-22
B000004405,서운초등학교,초등학교,1927-04-10,공립,본교,운영,경기도 안성시 서운면 동촌리 146-2,경기도 안성시 서운면 서운초교길 24 (서운면),7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2022-10-06,36.94646272,127.2549898,2023-03-22
B000001894,서울불광초등학교,초등학교,1962-04-18,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51 . 서울불광초등학교 (불광동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.61342945,126.9307187,2023-03-22
B000002722,죽성초등학교,초등학교,1957-04-16,공립,본교,운영,부산광역시 기장군 기장읍 죽성리 86,부산광역시 기장군 기장읍 죽성로 270 (기장읍. 죽성초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2022-10-06,35.24275627,129.2436029,2023-03-22
